113,10,0,0,113,10,63,255,KR
113,10,64,0,113,10,127,255,SG
113,10,128,0,113,10,255,255,HK
113,11,0,0,113,11,127,255,BD
113,11,128,0,113,11,159,255,ID
113,11,160,0,113,11,175,255,SG
113,11,176,0,113,11,183,255,ID
113,11,184,0,113,11,187,255,AU
113,11,188,0,113,11,191,255,MY
113,11,192,0,113,11,223,255,CN
113,11,224,0,113,11,231,255,IN
113,11,232,0,113,11,235,255,AU
113,11,236,0,113,11,239,255,MY
113,11,240,0,113,11,247,255,VU
113,11,248,0,113,11,255,255,SG
113,12,0,0,113,18,255,255,CN
113,19,0,0,113,19,255,255,IN
113,20,0,0,113,20,15,255,AU
113,20,16,0,113,20,19,255,IN
113,20,20,0,113,20,23,255,HK
113,20,24,0,113,20,27,255,AU
113,20,28,0,113,20,31,255,ID
113,20,32,0,113,20,63,255,NC
113,20,64,0,113,20,95,255,FJ
113,20,96,0,113,20,127,255,VN
113,20,128,0,113,20,131,255,AU
113,20,132,0,113,20,135,255,HK
113,20,136,0,113,20,143,255,ID
113,20,144,0,113,20,151,255,PH
113,20,152,0,113,20,155,255,JP
113,20,156,0,113,20,157,255,SG
113,20,158,0,113,20,158,255,JP
113,20,159,0,113,20,159,255,SG
113,20,160,0,113,20,191,255,PH
113,20,192,0,113,20,255,255,JP
113,21,0,0,113,21,31,255,KR
113,21,32,0,113,21,47,255,AU
113,21,48,0,113,21,63,255,JP
113,21,64,0,113,21,79,255,IN
113,21,80,0,113,21,95,255,TW
113,21,96,0,113,21,127,255,NC
113,21,128,0,113,21,128,3,MY
113,21,128,4,113,21,128,19,SG
113,21,128,20,113,21,128,23,MY
113,21,128,24,113,21,128,39,SG
113,21,128,40,113,21,128,43,MY
113,21,128,44,113,21,131,51,SG
113,21,131,52,113,21,131,55,AU
113,21,131,56,113,21,131,63,SG
113,21,131,64,113,21,131,67,AU
113,21,131,68,113,21,131,91,SG
113,21,131,92,113,21,131,97,AU
113,21,131,98,113,21,132,31,SG
113,21,132,32,113,21,132,47,MY
113,21,132,48,113,21,132,55,SG
113,21,132,56,113,21,132,63,HK
113,21,132,64,113,21,141,19,SG
113,21,141,20,113,21,141,23,IN
113,21,141,24,113,21,143,255,SG
113,21,144,0,113,21,144,3,PH
113,21,144,4,113,21,144,255,SG
113,21,145,0,113,21,145,15,PH
113,21,145,16,113,21,148,15,SG
113,21,148,16,113,21,148,27,IN
113,21,148,28,113,21,159,255,SG
113,21,160,0,113,21,191,255,TW
113,21,192,0,113,21,223,255,HK
113,21,224,0,113,21,227,255,NZ
113,21,228,0,113,21,231,255,BD
113,21,232,0,113,21,239,255,CN
113,21,240,0,113,21,247,255,TH
113,21,248,0,113,21,255,255,JP
113,22,0,0,113,23,127,255,VN
113,23,128,0,113,23,255,255,MY
113,24,0,0,113,27,255,255,CN
113,28,0,0,113,28,255,255,HK
113,29,0,0,113,29,15,0,JP
113,29,15,1,113,29,15,255,US
113,29,16,0,113,29,31,0,AU
113,29,31,1,113,29,31,255,US
113,29,32,0,113,29,32,79,HK
113,29,32,80,113,29,32,95,KR
113,29,32,96,113,29,35,255,HK
113,29,36,0,113,29,38,3,CN
113,29,38,4,113,29,38,7,HK
113,29,38,8,113,29,39,63,CN
113,29,39,64,113,29,39,95,HK
113,29,39,96,113,29,40,111,CN
113,29,40,112,113,29,40,127,HK
113,29,40,128,113,29,40,159,CN
113,29,40,160,113,29,40,223,HK
113,29,40,224,113,29,47,0,CN
113,29,47,1,113,29,47,255,HK
113,29,48,0,113,29,48,15,KR
113,29,48,16,113,29,63,255,US
113,29,64,0,113,29,64,47,SG
113,29,64,48,113,29,64,255,HK
113,29,65,0,113,29,65,79,US
113,29,65,80,113,29,65,95,HK
113,29,65,96,113,29,65,243,US
113,29,65,244,113,29,65,247,HK
113,29,65,248,113,29,65,255,US
113,29,66,0,113,29,66,255,SI
113,29,67,0,113,29,68,255,SG
113,29,69,0,113,29,69,255,SI
113,29,70,0,113,29,70,255,SG
113,29,71,0,113,29,71,255,SI
113,29,72,0,113,29,72,255,SG
113,29,73,0,113,29,74,255,SI
113,29,75,0,113,29,75,255,IN
113,29,76,0,113,29,76,255,SI
113,29,77,0,113,29,77,255,SG
113,29,78,0,113,29,79,0,SI
113,29,79,1,113,29,87,255,US
113,29,88,0,113,29,88,255,HK
113,29,89,0,113,29,90,251,US
113,29,90,252,113,29,90,255,HK
113,29,91,0,113,29,127,255,US
113,29,128,0,113,29,207,255,KR
113,29,208,0,113,29,215,255,AU
113,29,216,0,113,29,223,255,JP
113,29,224,0,113,29,227,255,SG
113,29,228,0,113,29,228,255,HK
113,29,229,0,113,29,229,31,SG
113,29,229,32,113,29,229,47,HK
113,29,229,48,113,29,229,63,SG
113,29,229,64,113,29,229,255,HK
113,29,230,0,113,29,231,255,KR
113,29,232,0,113,29,239,255,SG
113,29,240,0,113,29,240,255,US
113,29,241,0,113,29,247,255,AU
113,29,248,0,113,29,251,255,KH
113,29,252,0,113,29,255,255,HK
113,30,0,0,113,30,127,255,KR
113,30,128,0,113,30,255,255,IN
113,31,0,0,113,31,255,255,CN
113,32,0,0,113,43,255,255,JP
113,44,0,0,113,51,255,255,CN
113,52,0,0,113,52,15,255,AU
113,52,16,0,113,52,31,255,JP
113,52,32,0,113,52,63,255,VN
113,52,64,0,113,52,64,255,CN
113,52,65,0,113,52,66,255,MO
113,52,67,0,113,52,86,255,CN
113,52,87,0,113,52,87,255,MO
113,52,88,0,113,52,99,255,CN
113,52,100,0,113,52,100,255,MO
113,52,101,0,113,52,107,255,CN
113,52,108,0,113,52,108,255,MO
113,52,109,0,113,52,111,255,CN
113,52,112,0,113,52,114,255,MO
113,52,115,0,113,52,115,255,CN
113,52,116,0,113,52,119,255,MO
113,52,120,0,113,52,127,255,CN
113,52,128,0,113,52,131,255,AU
113,52,132,0,113,52,135,255,HK
113,52,136,0,113,52,143,255,KR
113,52,144,0,113,52,147,255,AU
113,52,148,0,113,52,151,255,ID
113,52,152,0,113,52,155,255,SG
113,52,156,0,113,52,159,255,JP
113,52,160,0,113,52,191,255,CN
113,52,192,0,113,52,223,255,KR
113,52,224,0,113,52,227,255,JP
113,52,228,0,113,52,231,255,CN
113,52,232,0,113,52,239,255,AU
113,52,240,0,113,52,255,255,JP
113,53,0,0,113,53,255,255,TH
